queries,files
1-x-Micro-USB,Tablet.json
Series-I1,Tablet.json
"FM-Radio,-Kids-Mode",Tablet.json
CM-Browser,Tablet.json
Dark-Ash-Silver,Tablet.json
sm-t725nzkainu,Tablet.json
Model-Number-K008(NEXUS7-ASUS),Tablet.json
Other-Connectivity-Features-USB,Tablet.json
Battery-Features-2500-mAh,Tablet.json
Cache-8-MB,Tablet.json
18-hrs,Tablet.json
Call-Records-YEs,Tablet.json
HD-IPS-Display,Tablet.json
Battery-Capacity-2800-mAh,Tablet.json
Warranty-Summary,Tablet.json
Display-Resolution-1024-x-768-Pixels,Tablet.json
SM-T825NZSAINS,Tablet.json
Platinum-Silver,Tablet.json
Ideal-Usage,Tablet.json
"Tablet,-Charger",Tablet.json
Tab-4-10-Plus,Tablet.json
Display-Size-20.32-cm-(8.0-inch),Tablet.json
Model-Number-SP111-33-P50R,Tablet.json
Part-Number-VDV-00015,Tablet.json
1.7-GHz,Tablet.json
Model-Name-B702,Tablet.json
Majestic-01,Tablet.json
Tab-E8,Tablet.json
Series-B,Tablet.json
Model-Number-13-aq0048TU,Tablet.json
0-Months,Tablet.json
Width-76-mm,Tablet.json
Video-Recording-Resolution-1080-pixels,Tablet.json
"GSM,-WCDMA,-4G-LTE",Tablet.json
Penta-Tpad,Tablet.json
Part-Number-NS12T5IN003P,Tablet.json
Resolution-1520-x-720$$Pixels,Tablet.json
Slide-i701,Tablet.json
Model-Number-B1-723-K85V,Tablet.json
User-Memory-200,Tablet.json
6UC24PA#ACJ,Tablet.json
HD-720P-Webcam,Tablet.json
Part-Number-90NB0N31-M09810,Tablet.json
Upto-32-GB,Tablet.json
Model-Number-N6,Tablet.json
Graphics-Memory-16-GB,Tablet.json
Optical-Zoom-Yes,Tablet.json
Yoga-C640,Tablet.json
Display-Size-27.94-cm-(11-inch),Tablet.json
WSVGA-Capacitive-Touch,Tablet.json
8MP-Rear-Camera,Tablet.json
Removable-Battery-Yes,Tablet.json
Google,Tablet.json
Business-and-Office-Apps,Tablet.json
1.74-kg,Tablet.json
Operating-System-Version-13.1,Tablet.json
Processor-Type-MTK8321-Quad-Core,Tablet.json
1-Year-Zync-India-Warranty,Tablet.json
Quad-Core-Mail-400,Tablet.json
Bluetooth-Version-v4.0,Tablet.json
Dimensions-307-x-211-x-14.7-mm,Tablet.json
Microsoft-Office-365-Personal,Tablet.json
NVIDIA-Geforce-MX250,Tablet.json
Hot-SWAP-Support-Yes,Tablet.json
Onsite,Tablet.json
Accelerometer,Tablet.json
Bluetooth-Profiles-LE,Tablet.json
".3gpp,-.mp4,-.3gp",Tablet.json
Model-Name-QC800,Tablet.json
Battery-Features-4830-mAH,Tablet.json
Display-Supported-Network-LTE,Tablet.json
GPU-Adreno-405-@-550-MHz,Tablet.json
Model-Number-TB-8704X,Tablet.json
Other-Features-NA,Tablet.json
"OTG,-Gps,-3G",Tablet.json
Bluetooth-Profiles-EDR,Tablet.json
Screen-Resolution-1800-x-1200-Pixel,Tablet.json
7.0-(Nougat),Tablet.json
Repair,Tablet.json
MultiTouch,Tablet.json
Video-Recording-Resolution-800-x-1280-Pixels,Tablet.json
5-points-Multi-touch,Tablet.json
Alphanumeric,Tablet.json
Audio-Formats-MP3,Tablet.json
iBuddy-7DD01,Tablet.json
Multi-Touch,Tablet.json
Display-Resolution-1024*800-Pixels,Tablet.json
MediaPad-T3,Tablet.json
Android-Nougat-7.1,Tablet.json
Operating-System-Version-5.1,Tablet.json
Kensington-Lock-Slot,Tablet.json
4-cell,Tablet.json
Capacitive-Touch,Tablet.json
Screen-Resolution-1920-x-1080-Pixel,Tablet.json
Model-Number-14-dh1011TU,Tablet.json
Standard,Tablet.json
13-megapixel,Tablet.json
Battery-Capacity-3600-mAh,Tablet.json
"Processor-Type-MTK8765,-Quad-Core@1.28GHZ",Tablet.json
1-Year-Manufacturer,Tablet.json
USB-Yes,Tablet.json
1.45-kg,Tablet.json
6-Month-Box-Accessories,Tablet.json
TABLET-UBISLATE-3G7Z,Tablet.json
Part-Number-LQS-00023,Tablet.json
User-Memory-25,Tablet.json
English,Tablet.json
"Other-Display-Features-6.95-inch,-16:9,-IPS,-OGS",Tablet.json
720-Pixels,Tablet.json
Processor-Variant-8130U,Tablet.json
Power-VR,Tablet.json
Model-Number-iT-KSA0066,Tablet.json
Touch-Screen-Type-Yes,Tablet.json
1-x-HDMI-Port-(v2.0),Tablet.json
Bluetooth-Version-V4.0,Tablet.json
Micro-SD,Tablet.json
Illuminated-Chiclet-Keyboard,Tablet.json
Dimensions-292-x-201-x-8.5-mm,Tablet.json
GPU-NA,Tablet.json
EDGE-Yes,Tablet.json
Bluetooth-Version-2.1,Tablet.json
Model-Number-14-dh1026TX,Tablet.json
facebook,Tablet.json
Flash-Yes,Tablet.json
5.0-megapixels,Tablet.json
NFC-Yes,Tablet.json
Hybrid-Sim-Slot-Yes,Tablet.json
Li-Ion,Tablet.json
Built-in-Dual-Speakers,Tablet.json
Model-Name-N9,Tablet.json
Processor-Variant-N5000,Tablet.json
Upto-14.5-hours,Tablet.json
4.4.2(KitKat),Tablet.json
OS-Upgradable-Version-Na,Tablet.json
Processor-Type-Intel-Atom-x5-Z8350-Quad-Core,Tablet.json
Java-Application-No,Tablet.json
Usb-OTG,Tablet.json
Model-Number-T70,Tablet.json
Display-Resolution-1024-X-600-WITH-IPS-Pixels,Tablet.json
USB-No,Tablet.json
Part-Number-8250u,Tablet.json
"Entertainment,-Business",Tablet.json
Model-Name-Zenpad-8.0-380KL,Tablet.json
Display-Size-15.24-cm-(6-inch),Tablet.json
Built-in-Array-Microphone,Tablet.json
Processor-Variant-10110U,Tablet.json
GSM-+-UMTS,Tablet.json
GOOGLE-MAP,Tablet.json
8GA83PA#ACJ,Tablet.json
4.4.2-(Kitkat),Tablet.json
iOS-11,Tablet.json
Processor-Type-MT8735B-Quad-Core-Processor,Tablet.json
Built-in-Quad-Microphones,Tablet.json
OTG-Compatible-yes,Tablet.json
EMUI-8.0,Tablet.json
Display-Size-25.65-cm-(10.1-inch),Tablet.json
Display-Resolution-720-x-1280-pixels,Tablet.json
PHYSICAL-OR-LIQUID-DAMAGED,Tablet.json
Pushmail-Yes,Tablet.json
User-Interface-GUI,Tablet.json
MTXW2HN/A,Tablet.json
Processor-Type,Tablet.json
Capacitive-touchscreen,Tablet.json
"Wi-Fi,-USB-2.0,-Bluetooth",Tablet.json
Primary-Camera:-Auto-Focus,Tablet.json
Tab-4-8-Plus,Tablet.json
Model-Number-8088Q-3BALIN1-B,Tablet.json
20-hrs,Tablet.json
Talk-Time-9-hrs,Tablet.json
Education-Classes-1-to-4,Tablet.json
Both-Nano-Sim,Tablet.json
MUUL2HN/A,Tablet.json
"LTE,-GSM",Tablet.json
"Yes,-Mini-HDMI",Tablet.json
Reno-Plus,Tablet.json
G-Sensor,Tablet.json
Total-Memory-2-GB,Tablet.json
Talk-Time-2-hrs,Tablet.json
Color-Gold,Tablet.json
MediaPad-M5-Lite-With-stylus,Tablet.json
If-broken-not-covered,Tablet.json
ZenBook-Flip-3,Tablet.json
5MP-Front-Camera,Tablet.json
Model-Name-Pad-5,Tablet.json
TV-Out-No,Tablet.json
210-hrs,Tablet.json
Display-Resolution-1536-x-2048-pixels-Pixels,Tablet.json
Model-Number-ZA540019IN,Tablet.json
Midnight-Blue,Tablet.json
Polymer-ion-battery,Tablet.json
Battery-Features-2500-Mhz,Tablet.json
Touchscreen-Type-Yes,Tablet.json
Model-Name-A3-10,Tablet.json
Upto-12-hrs,Tablet.json
PadFone,Tablet.json
Diamond-4G-Tab-8,Tablet.json
"Android,-Browser",Tablet.json
Color-Grey,Tablet.json
Iron-Grey,Tablet.json
Resolution-720-x-1520$$pixel,Tablet.json
Model-Name-XT712,Tablet.json
FM-Radio-Recording-Yes,Tablet.json
1--Year-Warranty,Tablet.json
Li-ion-Prismatic-Battery,Tablet.json
Antivirus,Tablet.json
Graphic-Processor-Intel-Integrated-i5-8250U,Tablet.json
Battery-and-OTG-Table,Tablet.json
KitKat,Tablet.json
Innelo-V103,Tablet.json
Included-Software,Tablet.json
Talk-Time-6-hrs,Tablet.json
"Video-Formats-Supported-H.264,-MP4,-MPEG-4",Tablet.json
Display-Size-22.61-cm-(8.9-inch),Tablet.json
Call-Records-Yes,Tablet.json
Repair-and-Replacement,Tablet.json
Model-Number-C640-13IML,Tablet.json
Model-Name-3V,Tablet.json
Lithium-Polymer,Tablet.json
Upgradable-Operating-System-8.1,Tablet.json
Model-Number-V102,Tablet.json
Additional-Content-None,Tablet.json
Display-Size-4.57-cm-(1.8-inch),Tablet.json
At-service-center,Tablet.json
"Yes,-USB-Type-C",Tablet.json
iPad-Air,Tablet.json
Operating-System-Version-4.4,Tablet.json
Service-centre,Tablet.json
"Wi-Fi-Version-Wi-Fi-802.11-b/g/n,-hotspot",Tablet.json
Auto-Rotate,Tablet.json
5.0-(Lollipop),Tablet.json
Part-Number-81C800QHIN,Tablet.json
3G-Speed-21.6mbps/5.76mbps,Tablet.json
Upgradable-Operating-System-NO,Tablet.json
Model-Number-12b-ca0006TU,Tablet.json
Up-to-9.5-hours,Tablet.json
Silver,Tablet.json
Part-Number-NX.H0VSI.002,Tablet.json
Processor-Type-MTK-MT8735V-64-bit-Quad-Core,Tablet.json
Battery-Capacity-3200-mAh,Tablet.json
Battery-Capacity-2000-mAh,Tablet.json
Model-Number-14-ca002TU,Tablet.json
Operating-System-Version-6.0,Tablet.json
1.2-GHz,Tablet.json
Sea-Blue,Tablet.json
Aurora-Black,Tablet.json
Display-Resolution-1024-x-768-pixels,Tablet.json
Model-Name-718H,Tablet.json
Upto-7-hrs,Tablet.json
Weight-144-g,Tablet.json
3G-Speed-HSPA+,Tablet.json
HD-720P-IR-Camera,Tablet.json
Android,Tablet.json
9hrs-(Video),Tablet.json
Android-5.1,Tablet.json
OTG-Compatible-Yes,Tablet.json
Battery-Capacity-3000-mAh,Tablet.json
Upto-6-hours,Tablet.json
Dual-Stereo-Speakers,Tablet.json
1.32-kg,Tablet.json
MoreGmax-4G7Z,Tablet.json
Digital-Zoom-yes,Tablet.json
Digital-Zoom-Yes,Tablet.json
"MP3,-WAV,-FLAC,-OGG",Tablet.json
Mini-USB-Port-Yes,Tablet.json
Graphics-Memory-PowerVR-SGX543MP2-8-Core,Tablet.json
Edge-Yes,Tablet.json
Pastel-Violet,Tablet.json
72-Core-NVIDIA-GeForce,Tablet.json
Graphics-Processors-Mali-T720-MP2,Tablet.json
Auto-Focus,Tablet.json
LY--X21,Tablet.json
Micro-HDMI-(v1.4a),Tablet.json
"G-Sensor,-Accelerometer",Tablet.json
Removable-Battery-No,Tablet.json
Audio-Formats-Supported-MP3,Tablet.json
Micro-SD-Slot,Tablet.json
Marshmallow-6.0,Tablet.json
"Video-Recording-Resolution-1080P,-720P-pixels",Tablet.json
Wi-Fi-Hotspot-Yes,Tablet.json
FM-Radio,Tablet.json
SD-Card-Reader,Tablet.json
Call-Timer-No,Tablet.json
Internet-Connectivity-Yes,Tablet.json
"Bluetooth,-Screen-Mirror-Cast",Tablet.json
Display-Size-17.73-cm-(6.98-inch),Tablet.json
Display-Size-17.53-cm-(6.9-inch),Tablet.json
Display-Resolution-1280x800-Pixels,Tablet.json
Wtab-709,Tablet.json
RAM-Frequency-2666-MHz,Tablet.json
Model-Number-N7,Tablet.json
Battery-Features-3000-mAh-Li-oN,Tablet.json
Model-Number-Slice,Tablet.json
1.5-GHz-Quad-Core,Tablet.json
Display-Resolution-1280x720-Pixels,Tablet.json
GPS-Type-GPS,Tablet.json
Built-in-Quad-Speakers,Tablet.json
Screen-Size-30.99-cm-(12.2-inch),Tablet.json
Primary-Camera-Features-Yes,Tablet.json
Conference-Call-Yes,Tablet.json
Model-Number-5491,Tablet.json
Processor-Variant-8550U,Tablet.json
Series-Iconia-talk-7-b1-723,Tablet.json
Quick-Charging-Yes,Tablet.json
repair-&-repalcement,Tablet.json
Model-Number-Z61,Tablet.json
v7.0-(Nougat),Tablet.json
MR7G2HN/A,Tablet.json
Multi-touch-Yes,Tablet.json
Resolution-Type-HD+,Tablet.json
JAVA-Support-No,Tablet.json
"Operating-Frequency-GSM--850,-1900-WCDMA-2100MHz",Tablet.json
N8-New-3G,Tablet.json
Weight-155-g,Tablet.json
Model-Number-NS12T5IN004P,Tablet.json
Graphics-PPI-1-ppi,Tablet.json
1.3-GHz-Quad-Core,Tablet.json
1.66-GHz,Tablet.json
Model-Number-B2,Tablet.json
Upto-22-Hours,Tablet.json
Operating-System-Version-13.4,Tablet.json
Bluetooth-Support-Yes,Tablet.json
Expandable-Storage-Capacity-64-GB,Tablet.json
"GSM,-4G-LTE,-WCDMA",Tablet.json
TAB-P10,Tablet.json
"Yes,-Lightning-to-USB",Tablet.json
Included-Memory-Card-Yes,Tablet.json
0.3MP-Rear-Camera,Tablet.json
Battery-Capacity-3000-mAH,Tablet.json
Google-Android-9.0,Tablet.json
"Yes,-USB-2.0-Type-C",Tablet.json
Domestic,Tablet.json
Display-Size-17.78-cm-(7-Inch),Tablet.json
Battery-Capacity-3300-mAh,Tablet.json
Magnum-XL,Tablet.json
Glacial-Blue,Tablet.json
Dimensions-328-x-232.8-x-19.95-mm,Tablet.json
Bluetooth-v4.1,Tablet.json
Sound-Properties,Tablet.json
Android-8-Oreo,Tablet.json
Model-Number-VA75,Tablet.json
Processor-Type-MediaTek-(MT8163B)-Quad-Core,Tablet.json
2-x-USB-3.1-Type-C,Tablet.json
Seashell-Pink,Tablet.json
Thunder-blue,Tablet.json
Upto-15-hrs,Tablet.json
Model-Number-Fonepad-7-2014-FE170CG,Tablet.json
warranty-in-damage,Tablet.json
Processor-Type-Intel-Atom-Z3560-Quad-Core,Tablet.json
Secondary-Camera-Available-No,Tablet.json
Acer-Webcam,Tablet.json
Processor-Type-P23-6763-Octa-Core@2.3GHZ,Tablet.json
Dimensions-330-x-235-x-19.9-mm,Tablet.json
Wi-fi-Version-802.11-a/b/g/n,Tablet.json
Series-G5,Tablet.json
Internet-Browsing-Time-4-hrs,Tablet.json
1.34-GHz,Tablet.json
ROM-4-GB,Tablet.json
Model-Number-Z380KL-1A085A,Tablet.json
7TB88PA#ACJ,Tablet.json
Model-Number-14-dh1025TX,Tablet.json
ARM-Cortex-A8,Tablet.json
2.0-Megapixels,Tablet.json
Battery-Capacity-4800-mAh,Tablet.json
AMD-Radeon-Vega-3,Tablet.json
Map-Support-Maps,Tablet.json
Model-Number-C340-14IML,Tablet.json
Hands-Free-Yes,Tablet.json
Model-Number-14-dh1008TU,Tablet.json
Display-Resolution-1200-x-1920-pixels,Tablet.json
ZenBook-Flip-14,Tablet.json
AMD-Radeon-Vega-8,Tablet.json
2-megapixels,Tablet.json
Dimensions-322-x-222-x-19-mm,Tablet.json
1-x-0.7-W-Speaker,Tablet.json
iTAB-BizniZ,Tablet.json
Visual-Voice-Mail-No,Tablet.json
"Yes,-USB-2.0",Tablet.json
Video-Formats-mp4,Tablet.json
Dimensions-308.8-x-218-x-14.4-mm,Tablet.json
Other-Connectivity-Features,Tablet.json
Display-Resolution-800-x-480-pixels,Tablet.json
FM-Radio-Yes,Tablet.json
HD-IPS-Screen,Tablet.json
Stand-By-Time-Up-to-720-h-(3G),Tablet.json
Headphone-Jack-0-mm,Tablet.json
Display-Colors-64-K,Tablet.json
Model-Name-V102,Tablet.json
HDMI-NO,Tablet.json
4.4.2-KITKAT,Tablet.json
Damged-or-Improper-used,Tablet.json
Supported-Network-UMTS,Tablet.json
RAM-3-GB,Tablet.json
Bluetooth-Version-v4,Tablet.json
Android-Pie-9,Tablet.json
Mirror-Screen-Cast,Tablet.json
Battery-Capacity-7500-mAh,Tablet.json
10-points-Multi-touch,Tablet.json
Call-Timer-Yes,Tablet.json
Display-Supported-Network-VOLTE,Tablet.json
Full--Capacitive-Multi--Touch,Tablet.json
Champion-709,Tablet.json
Auto-Focus-Camera,Tablet.json
Over-10-Hours,Tablet.json
Part-Number-VGY-00021,Tablet.json
1.6-Megapixels,Tablet.json
Web-Camera,Tablet.json
4GN-series,Tablet.json
Display-Resolution-600-X-1024-pixels,Tablet.json
English-Travel-Keyboard,Tablet.json
"Autofocus-Rear-Camera,-HDR",Tablet.json
5.1-(Lollipop),Tablet.json
"Stand-By-Time-380-hrs-(2G),-360-hrs-(3G)",Tablet.json
Primary-Camera-5-MP,Tablet.json
Model-Name-B1,Tablet.json
Dedicated-Slot,Tablet.json
Touchscreen-Type-NA,Tablet.json
2-cell,Tablet.json
1-x-HDMI-Port-(v1.4),Tablet.json
G-SENSOR,Tablet.json
Display-Resolution-2048-x-1536-pixels,Tablet.json
White-&-Gold,Tablet.json
"MP3,-FLAC,-AMR,-OGG,-AAC",Tablet.json
8-hrs-(Video),Tablet.json
1.27-kg,Tablet.json
Additional-Content,Tablet.json
8-MP-Real-Camera,Tablet.json
USB-Tethering-No,Tablet.json
MTXV2HN/A,Tablet.json
"Display-Supported-Network-GSM--850,-1900-WCDMA-2100MHz",Tablet.json
4.4-(Kitkat),Tablet.json
Model-Number-MGPT-08-7.16-DX,Tablet.json
GPS-Type-A-GPS,Tablet.json
Mic-In-Yes,Tablet.json
FM-Radio-Recording-No,Tablet.json
Expendable,Tablet.json
Processor-Type-MTK8312CW-Dual-Core,Tablet.json
SSD-Yes,Tablet.json
NVIDIA-Geforce-MX230,Tablet.json
3G-Speed-WCDMA:-850/1900/2100,Tablet.json
Model-Name-7416,Tablet.json
16MP-Rear-Camera,Tablet.json
OTG-Support,Tablet.json
Internet-Connectivity-Wifi,Tablet.json
Onsite-Warranty,Tablet.json
"Yes,-2-x-Micro-USB",Tablet.json
3G-Dongle-Support,Tablet.json
"MP3,-WMA,-WAV,-AC3",Tablet.json
Asus-ZenUI,Tablet.json
Repair-/-Service-Carry-in,Tablet.json
MediaTek-Quad-Core,Tablet.json
Dimensions-308.1-x-223.3-x-14.5-mm,Tablet.json
Full-HD-IR-Webcam,Tablet.json
Battery-Life:-Upto-8-hrs,Tablet.json
"FM-Radio,-Loud-Speaker",Tablet.json
2.15-GHz,Tablet.json
Dimensions-307.7-x-212.45-x-13.68-mm,Tablet.json
"Facebook,-Ucbrowser",Tablet.json
Android-|-9.0,Tablet.json
Internet-Browsing-Time-5h,Tablet.json
OTG-CABLE,Tablet.json
4.4.2-(KitKat),Tablet.json
Flash-NO,Tablet.json
Battery-Capacity-2200-mAh,Tablet.json
Sonic-Master,Tablet.json
Sim-Size-3FF,Tablet.json
11.5-hrs,Tablet.json
Secondary-Camera-5-MP,Tablet.json
Upto-10.5-hours,Tablet.json
296-ppi,Tablet.json
Part-Number-90NB0DF1-M00030,Tablet.json
Graphics-Processors-MALI400-MP2-OpenGL-ES2.0,Tablet.json
Model-Number-N2,Tablet.json
Series-Inspiron-13-7000-Series,Tablet.json
Quad-COre,Tablet.json
Model-Number-14b-ca0015TU,Tablet.json
Non-Upgradable,Tablet.json
WorkTab-III,Tablet.json
6YU26PA#ACJ,Tablet.json
Dimensions-306-x-212-x-14.7-mm,Tablet.json
Digital-Zoom-No,Tablet.json
8-Megapixels,Tablet.json
"GSM,-4G,-VoLTE",Tablet.json
N-Series,Tablet.json
30-FPS,Tablet.json
Dimensions-245-x-175-x-8.3-mm,Tablet.json
400-hrs,Tablet.json
4.0.4-(Ice-Cream-Sandwich),Tablet.json
Battery-Capacity-5080-mAh,Tablet.json
Windows-10-Home,Tablet.json
Call-Divert-No,Tablet.json
GOOGLE-MAPS,Tablet.json
Display-Size-20.07-cm-(7.9-inch),Tablet.json
Upgradable-Operating-System-No,Tablet.json
2.1-GHz,Tablet.json
1.8-GHz,Tablet.json
Model-Number-H1,Tablet.json
IPS-Panel,Tablet.json
Java-Application-Yes,Tablet.json
Model-Name,Tablet.json
MY252HN/A,Tablet.json
5-megapixels,Tablet.json
Model-Number-5482,Tablet.json
2.5-GHz,Tablet.json
Model-Number-0P82100-16-BLK,Tablet.json
Talk-Time-3-4,Tablet.json
Wireless-LAN-IEEE-802.11b/g/n,Tablet.json
1-Year-Waranty-by-Videocon,Tablet.json
Battery-Capacity-2800-mAH,Tablet.json
MP3/WAV/eAAC+/Flac-player,Tablet.json
Classic-Silver,Tablet.json
SMS-Memory-NA,Tablet.json
Part-Number-81N400JLIN,Tablet.json
Display-Resolution-1200-x-1920-Pixels,Tablet.json
Internal-Storage-64-GB,Tablet.json
"1x-SIM,-1x-microSIM",Tablet.json
10-Hours,Tablet.json
Physical-Damage,Tablet.json
"Android,-Chrome",Tablet.json
Lunar-White,Tablet.json
Spectrum-Black,Tablet.json
Model-Number-ZA5F0027IN,Tablet.json
4.2-(Jelly-Bean),Tablet.json
Edge-No,Tablet.json
Lightning-Connector,Tablet.json
iPad-Pro,Tablet.json
Integrated-HD-Display,Tablet.json
1.28-GHz,Tablet.json
iTAB-MovieZ,Tablet.json
Wi-fi-Version-802.11-b/g,Tablet.json
Li-Polymer,Tablet.json
iPad-(7th-Gen),Tablet.json
Audio-Jack-3.5mm,Tablet.json
"MP3,-AAC+",Tablet.json
Wi-fi-Version-IEEE-802.11a/b/g/n/ac,Tablet.json
Model-Name-CAT-2016-Preparation,Tablet.json
Graphics-Processors-Mali-400-2D-/-3D,Tablet.json
5-Point-Multi-Touch,Tablet.json
Optical-Zoom-NO,Tablet.json
Infrared-Yes,Tablet.json
Manufacturing-Defects,Tablet.json
Number-of-Cores-4,Tablet.json
QWERTY,Tablet.json
"microSD,-SDXC",Tablet.json
"Stand-By-Time-373-hrs-(2G),-440-hrs-(3G)",Tablet.json
Face-Beauty,Tablet.json
8.0-(Oreo),Tablet.json
Intel-Integrated-UHD,Tablet.json
Resolution-720*1600-Pixel,Tablet.json
Processor-Type-1.6-GHz-Cortex-A55-Octa-Core,Tablet.json
Royal-Blue,Tablet.json
Sea-Green,Tablet.json
Battery-Capacity-6400-mAh,Tablet.json
Display-Size-15.9-cm-(6.26-inch),Tablet.json
16MP-+-5MP,Tablet.json
Part-Number-NS12T5IN002P,Tablet.json
replacement-&-repair,Tablet.json
Processor-Type-MTK8382,Tablet.json
Model-Number-M1006R,Tablet.json
4.3-(Jelly-Bean),Tablet.json
GPU-Mali-T720-MP2,Tablet.json
Screen-Size-29.46-cm-(11.6-inch),Tablet.json
Pointer-Device,Tablet.json
head-phone,Tablet.json
Video-Recording-Resolution-1920-X-1080,Tablet.json
"Graphics-Processors-Mali-400-MP2,-500-MHz",Tablet.json
Li-ion-Polymer-Battery,Tablet.json
Surface-Laptop-2,Tablet.json
"Charger,-USB-Cable",Tablet.json
Extreme,Tablet.json
Color-Red,Tablet.json
Processor-Variant-8565U,Tablet.json
Smartphones,Tablet.json
1.6-kg,Tablet.json
Yoga-730,Tablet.json
iBall-Cleo-S9-Tablet-(Black),Tablet.json
Resolution-2160-x-1080-pixels,Tablet.json
1-Year-National-by-iBall,Tablet.json
Model-Name-Innelo-V103-2GB-16GB,Tablet.json
NFC-No,Tablet.json
iPadOS,Tablet.json
RAM-8-GB,Tablet.json
Resolution-1920-X-1080$$Pixels,Tablet.json
HDMI-Port-NA,Tablet.json
ROM-32-GB,Tablet.json
4.4.4-Kitkat,Tablet.json
Galaxy-Tab-S5E-LTE,Tablet.json
Digital-Zoom-5x,Tablet.json
224-PPI,Tablet.json
iTAB-Moviez-Pro,Tablet.json
Intel-Cherrytrail,Tablet.json
Chalkboard-Grey,Tablet.json
3.5-mm,Tablet.json
Phone-Book-Memory-1000,Tablet.json
Handset,Tablet.json
Operating-System-Version,Tablet.json
Model-Number-C340-14IWL,Tablet.json
Core-i7,Tablet.json
Battery-Capacity-5100-mAh,Tablet.json
Wi-fi-Version-802.11-b\g\n,Tablet.json
900-MHz,Tablet.json
Video-Formats-Supported,Tablet.json
Memory-Card-Support-Yes,Tablet.json
Mediatek,Tablet.json
Silver-Metal,Tablet.json
Screen-Resolution-1920-x-1200-Pixel,Tablet.json
"Bluetooth,-WIFI",Tablet.json
4.4.2(Kitkat),Tablet.json
Part-Number-IL.1106.232GB.BWCES,Tablet.json
Wireless-LAN-802.11AC,Tablet.json
"Yes,-Micro-USB-with-Slim-Port",Tablet.json
1-X-MICRO-USB,Tablet.json
HD-IR-Webcam,Tablet.json
Document-Viewer-Yes,Tablet.json
0-Year,Tablet.json
Damage-not-Covered,Tablet.json
MALI-400,Tablet.json
"4G-LTE,-4G-VoLTE,-WCDMA,-GSM",Tablet.json
Other-Features,Tablet.json
13+2-MP,Tablet.json
Graphic-processor-Speed-1-GHz,Tablet.json
6-Month,Tablet.json
Part-Number-SLV-C562517WIN9,Tablet.json
Model-Name-iPad-Pro-(2018),Tablet.json
Dimensions-324-x-224-x-20-mm,Tablet.json
OTG-Compatible-YES,Tablet.json
Battery-Capacity-2500-mAh,Tablet.json
Primary-Clock-Speed-2-GHz,Tablet.json
Display-Resolution-1024-x-600$$Pixels-pixels,Tablet.json
Intel-Integrated-UHD-620,Tablet.json
Processor-Type-MT8321A/D-Quad-Core-Processor,Tablet.json
Bluetooth-v5.0,Tablet.json
Video-Recording-Resolution-1920-x-1200-pixels,Tablet.json
ROM-64GB,Tablet.json
Predictive-Text-Input-Yes,Tablet.json
Touch-Screen-Type-IPS,Tablet.json
Processor-Type-Intel-Atom-Processor-Z3480,Tablet.json
service-center,Tablet.json
RAM-1-GB,Tablet.json
Bang-and-Olufsen-Play,Tablet.json
Screen-Resolution-1366-x-912-Pixel,Tablet.json
Model-Number-S5,Tablet.json
Kids-Smart-Tablet-6-8,Tablet.json
Upto-8-hours,Tablet.json
Windows-10,Tablet.json
Polymer,Tablet.json
Noble-Lock-Slot,Tablet.json
RAM-Type-DDR4,Tablet.json
Tegra-Note,Tablet.json
Bluetooth-4.0,Tablet.json
Quad-Core-ARM-Cortex-A7,Tablet.json
"MP3,-WAV,-3GPP,-MP4",Tablet.json
Talk-Time-5-hrs,Tablet.json
8GA81PA#ACJ,Tablet.json
168-hrs,Tablet.json
Screen-Size-30.48-cm-(12-inch),Tablet.json
B6-Pro,Tablet.json
TB-X605L,Tablet.json
GSM-+-WCDMA,Tablet.json
Removable,Tablet.json
Model-Number-B700,Tablet.json
5-Megapixel,Tablet.json
Expandable-Storage-Capacity-16-GB,Tablet.json
tablet,Tablet.json
Screen-Resolution-2736-x-1824-Pixel,Tablet.json
Flash-Support,Tablet.json
Battery-Features-3.7-V,Tablet.json
1-x-HDMI-Port,Tablet.json
MRM02HN/A,Tablet.json
Full-HD,Tablet.json
1.4-GHz,Tablet.json
Cortex-A7-Dual-Core,Tablet.json
Battery-Features-3500-mAh,Tablet.json
1-Year-Warranty-Carry-In,Tablet.json
3G-Speed-Yes,Tablet.json
Micro-USB-2.0,Tablet.json
"4G-LTE,-WCDMA,-GSM",Tablet.json
Upto-13-hrs,Tablet.json
"MP3,-AAC,-AIFF,-WAV",Tablet.json
Powerful-Octa-Core,Tablet.json
Golden,Tablet.json
No-Sim,Tablet.json
1.3-megapixels,Tablet.json
Display-Resolution-1280-x-800-Pixels,Tablet.json
Keyboard,Tablet.json
Series-Inspiron-5000,Tablet.json
Lithium---ion,Tablet.json
Stand-By-Time-8-9,Tablet.json
Full-HD-Playback-Yes,Tablet.json
Model-Number-BAH2-AL00-/-BAH2-L09,Tablet.json
LPDDR4X,Tablet.json
"4G-LTE,-UMTS,-GSM",Tablet.json
Mineral-Silver,Tablet.json
Champion-Wtab---706,Tablet.json
Wi-Fi-Yes,Tablet.json
USP-NA,Tablet.json
Digital-Zoom-6,Tablet.json
450-MHz,Tablet.json
GOLDEN,Tablet.json
LIQUID-OR-PHYSICAL-DAMAGED,Tablet.json
Model-Number-7271-HD70,Tablet.json
13MP-Rear-Camera,Tablet.json
2.24-GHz,Tablet.json
Resolution-320-x-320$$pixel,Tablet.json
